State,City/Location Name,Full Address,Phone Number
Texas (TX),Rowlett,"2617 Lakeview Pkwy, 								Rowlett, TX 75088",(972) 412-1804
Texas (TX),Ruben Torres,"2150 Ruben Torres Sr Blvd, 								Brownsville, TX 78526",(956) 504-7222
Texas (TX),Rufe Snow,"6645 NE Loop 820, 								North Richland Hills, TX 76180",(817) 514-3933
Texas (TX),S. Rice and Westpark,"5325 S Rice Ave, 								Houston, TX 77081",(713) 349-0234
Texas (TX),Saginaw,"4500 W Bailey Boswell Rd, 								Fort Worth, TX 76179",(817) 236-0130
Texas (TX),Sam Houston State University,"1717 Avenue J, 								Huntsville, TX 77340",(936) 294-1931
Texas (TX),Saratoga,"5929 Saratoga Blvd, 								Corpus Christi, TX 78414",(361) 906-0029
Texas (TX),Sawdust Road,"720 Sawdust Rd, 								The Woodlands, TX 77380",(281) 363-1400
Texas (TX),Sawyer Heights,"2222 Shearn St, 								Houston, TX 77007",(713) 862-4311
Texas (TX),Schertz,"6038 FM 3009, 								Schertz, TX 78154",(210) 540-3517
Texas (TX),Seagoville,"810 E. Malloy Bridge Rd, 								Seagoville, TX 75159",
Texas (TX),Seguin Road,"7010 FM 78, 								San Antonio, TX 78244",(210) 310-2244
Texas (TX),Shadow Creek Ranch,"11629 Shadow Creek Pkwy, 								Pearland, TX 77584",(713) 340-1190
Texas (TX),Sharyland Towne Crossing,"2501 E Interstate Highway 2, 								Mission, TX 78572",(956) 682-0055
Texas (TX),Sherman (TX),"3500 N US Highway 75, 								Sherman, TX 75090",(903) 870-2000
Texas (TX),Sherwood Way,"3720 S FM 2288, 								San Angelo, TX 76901",(325) 944-9367
Texas (TX),Sienna Crossing,"9130 Highway 6, 								Missouri City, TX 77459",(832) 632-8800
Texas (TX),South 31st Street,"3303 S 31st St, 								Temple, TX 76502",(254) 778-1889
Texas (TX),South Burleson,"111 NW John Jones Dr, 								Burleson, TX 76028",(817) 447-0106
Texas (TX),South College Station,"4431 State Highway 6 S, 								College Station, TX 77845",(979) 690-8822
Texas (TX),South Cooper Street,"4700 S Cooper St, 								Arlington, TX 76017",(817) 465-6631
Texas (TX),South Coulter Street,"4510 S Coulter St, 								Amarillo, TX 79119",(806) 468-8885
Texas (TX),South Loop Crossing,"4605 S Medford Dr, 								Lufkin, TX 75901",(936) 634-2237
Texas (TX),South Mopac at US Hwy 290 West,"5033-D US 290 West, 								Austin, TX 78735",(512) 358-9125
Texas (TX),South Park Mall (TX),"2310 SW Military Dr Ste 108, 								San Antonio, TX 78224",(210) 927-1680
Texas (TX),South Plains Mall,"6002 Slide Rd Ste 68252, 								Lubbock, TX 79414",(806) 797-2223
Texas (TX),Southern Methodist University (SMU),"3300 Dyer St # 101, 								Dallas, TX 75275",(214) 768-2367
Texas (TX),Southlake,"2301 E Southlake Blvd, 								Southlake, TX 76092",(817) 481-7152
Texas (TX),Southpark Meadows,"161 W Slaughter Ln Building A, 								Austin, TX 78748",(512) 282-4200
Texas (TX),Southwest Military,"2660 SW Military Dr, 								San Antonio, TX 78224",(210) 921-3190
Texas (TX),Southwest Pkwy [TX],"4101 Southwest Pkwy, 								Wichita Falls, TX 76308",(940) 689-8000
Texas (TX),Spanish Village,"7934 Arapaho Rd, 								Dallas, TX 75248",(469) 617-1233
Texas (TX),Spencer Hwy & Burke Rd,"3700 Spencer Hwy, 								Pasadena, TX 77504",(832) 384-8228
Texas (TX),Spring Creek & Hwy. 121,"7000 W Spring Creek Pkwy, 								Plano, TX 75024",(972) 937-9099
Texas (TX),Spring Cypress & Grant Road,"14011 Spring Cypress Rd, 								Cypress, TX 77429",(281) 394-3991
Texas (TX),St. Mary's University,"1 Camino Santa Maria St, 								San Antonio, TX 78228",(210) 436-3750
Texas (TX),Stacy Road,"350 E Stacy Rd, 								Allen, TX 75002",(972) 678-3001
Texas (TX),Staples and McArdle,"4946 S Staples St, 								Corpus Christi, TX 78411",(361) 991-2499
Texas (TX),Stephen F. Austin University,"University Center Vista Dr, 								Nacogdoches, TX 75962",(936) 468-5208
Texas (TX),Stephenville [TX],"2798 W Washington St, 								Stephenville, TX 76401",(254) 431-3336
Texas (TX),Stockyards,"2811 N Main St, 								Fort Worth, TX 76164",(817) 945-3956
Texas (TX),Stone Ridge,"20831 U S 281, 								San Antonio, TX 78258",(210) 402-7307
Texas (TX),Stonebriar Centre,"2601 Preston Rd Ste 2046, 								Frisco, TX 75034",(972) 668-7230
Texas (TX),Sugar Land,"2323 Highway 6, 								Sugar Land, TX 77478",(281) 494-3800
Texas (TX),Sugar Land (OLD),"2330 Highway 6, 								Sugar Land, TX 77478",(281) 494-3800
Texas (TX),Sulphur Springs (TX),"130 Shannon Rd E, 								Sulphur Springs, TX 75482",(903) 438-1354
Texas (TX),Summerwood,"14335 E Sam Houston Pkwy N, 								Houston, TX 77044",(281) 816-1020
Texas (TX),Sunnyvale Centre,"176 South Collins Road, 								Sunnyvale, TX 75182",(972) 863-9888
Texas (TX),Sunrise Mall (BV),"2370 N Expressway Ste 1348, 								Brownsville, TX 78521",(956) 541-4222
Texas (TX),Sunset Mall,"4001 Sunset Dr, 								San Angelo, TX 76904",(325) 944-8357
Texas (TX),Sunshine Strip,"1814 South Business 77 Sunshine Strip Blvd., 								Harlingen, TX 78550",(956) 412-0550
Texas (TX),Tarleton State University,"1451 W Jones St, 								Stephenville, TX 76401",(254) 968-9444
Texas (TX),Terrell,"1300 FM 148, 								Terrell, TX 75160",(469) 250-6600
Texas (TX),Texarkana (TX),"2601 Richmond Rd, 								Texarkana, TX 75503",(903) 223-0560
Texas (TX),Texas A&M - West Campus Food Hall,"336 Olsen Blvd, 								College Station, TX 77845",(979) 845-8188
Texas (TX),Texas A&M Corpus Christi,"6300 Ocean Dr Unit 5763, 								Corpus Christi, TX 78412",(361) 825-2760
Texas (TX),Texas A&M International University,"5201 University Blvd, 								Laredo, TX 78041",
Texas (TX),Texas A&M University - Memorial Student Center,"275 Joe Routt Blvd, 								College Station, TX 77843",(979) 845-8188
Texas (TX),Texas A&M University-Kingsville,"1050 E Santa Gertrudis St, 								Kingsville, TX 78363",(361) 593-4177
Texas (TX),Texas A&M-SBISA,"Agronomy Rd, 								College Station, TX 77843",(979) 845-8188
Texas (TX),Texas Childrens Hospital -Wallace Tower Food Court,"6621 Fannin St, 								Houston, TX 77030",(832) 822-0305
Texas (TX),Texas Christian University,"2901 Stadium Dr, 								Fort Worth, TX 76129",
Texas (TX),Texas City,"3440 Palmer Hwy, 								Texas City, TX 77590",(409) 943-4244
Texas (TX),Texas Health Presbyterian Hospital - Dallas,"8200 Walnut Hill Ln, 								Dallas, TX 75231",(214) 345-6867
Texas (TX),Texas Medical Center,"6550 Bertner Ave, 								Houston, TX 77030",(713) 749-0477
Texas (TX),Texas Southern University,"3100 Cleburne St, 								Houston, TX 77004",(832) 309-8219
Texas (TX),Texas State University,"301 Student Center Dr, 								San Marcos, TX 78666",(512) 245-9930
Texas (TX),Texas Tech University,"15th and Akron, 								Lubbock, TX 79409",(806) 742-4610
Texas (TX),Texas Tech University - College of Business,"703 Flint Ave, 								Lubbock, TX 79409",(806) 742-0977
Texas (TX),Texas Tech University - Sam's West,"3211 18th St, 								Lubbock, TX 79409",(806) 742-6666
Texas (TX),Texas Woman's University,"420 Administration Dr., 								Denton, TX 76201",(940) 898-3665
Texas (TX),The Colony,"3705 Main St, 								The Colony, TX 75056",(972) 370-2760
Texas (TX),The Crossing at Katy Fulshear,"6635 FM 1463 Rd, 								Katy, TX 77494",(281) 392-1617
Texas (TX),The Crossroads,"714 E Rio Grande St, 								Victoria, TX 77901",(361) 575-5071
Texas (TX),The Parks at Arlington,"3811 S Cooper St, 								Arlington, TX 76015",(817) 472-9917
Texas (TX),The Rim,"18203 W Interstate 10, 								San Antonio, TX 78257",(210) 698-8200
Texas (TX),The Shops at La Cantera,"15900 La Cantera Pkwy Ste 12000, 								San Antonio, TX 78256",(210) 696-0700
Texas (TX),The University of Texas MD Anderson Cancer Center,"1515 Holcombe Blvd, 								Houston, TX 77030",(713) 792-2646
Texas (TX),The Woodlands at College Park,"3425 College Park Dr, 								Conroe, TX 77384",(936) 266-0416
Texas (TX),The Woodlands Mall,"1201 Lake Woodlands Dr Ste 2146, 								The Woodlands, TX 77380",(281) 364-0588
Texas (TX),Tomball,"14314 FM 2920 Rd, 								Tomball, TX 77377",(281) 516-7373
Texas (TX),Town East Mall,"3054 Town East Mall, 								Mesquite, TX 75150",(972) 686-0091
Texas (TX),Trinity Mills,"2425 Old Denton Rd, 								Carrollton, TX 75006",(972) 466-2412
Texas (TX),Twin Creeks Village,"902 W McDermott Dr, 								Allen, TX 75013",(214) 495-9540
Texas (TX),Tyler Junior College,"1250 Magnolia Dr, 								Tyler, TX 75701",(903) 533-5460
Texas (TX),University Blvd Odessa,"106 E University Blvd, 								Odessa, TX 79762",(432) 360-1020
Texas (TX),University Blvd.,"305 University Blvd, 								Round Rock, TX 78665",(512) 244-4922
Texas (TX),University of Houston - Victoria,"3006 N Ben Wilson St, 								Victoria, TX 77901",(361) 485-4506
Texas (TX),University of Houston-Downtown,"1 Main St, 								Houston, TX 77002",(713) 221-8462
Texas (TX),University of Houston-University Center,"4700 Calhoun Rd, 								Houston, TX 77204",(832) 842-5989
Texas (TX),University of Mary Hardin - Baylor,"900 College St, 								Belton, TX 76513",
Texas (TX),University of North Texas,"Student Union Bldg, 								Denton, TX 76203",(940) 369-8597
Texas (TX),University of Texas - El Paso,"2051 Wiggins Way, 								El Paso, TX 79902",(915) 747-7459
Texas (TX),University of Texas - Rio Grande Valley,"1201 W University Dr, 								Edinburg, TX 78539",(956) 665-7485
Texas (TX),University of Texas - Tyler,"3900 University Blvd, 								Tyler, TX 75799",(903) 566-7074
Texas (TX),University of Texas Medical Branch,"301 N University Blvd, 								Galveston, TX 77555",(409) 772-0074
Texas (TX),University of Texas-Arlington,"300 W 1st St, 								Arlington, TX 76019",(817) 272-2919
Texas (TX),University of Texas-Austin,"24th & Guadalupe, 								Austin, TX 78713",(512) 475-6500
Texas (TX),University of Texas-Austin-SAC,"2201 Speedway, 								Austin, TX 78712",(512) 485-6508
Texas (TX),University of Texas-Dallas,"2601 N Floyd Rd, 								Richardson, TX 75080",(972) 883-4769
Texas (TX),University of Texas-San Antonio (UTSA),"1 Utsa Cir, 								San Antonio, TX 78249",(210) 458-4206
Texas (TX),University of the Incarnate Word,"4301 Broadway, 								San Antonio, TX 78209",(210) 829-6055
Texas (TX),USAA Café C,"9800 Fredericksburg Rd, 								San Antonio, TX 78288",(210) 498-1414
Texas (TX),Valley Ranch,"11877 N Grand Pkwy E, 								New Caney, TX 77357",(281) 354-3356
Texas (TX),Victoria Mall,"7800 Hallettsville Highway #155, 								Victoria, TX 77901",(361) 576-5070
Texas (TX),Village at Westlake,"701 S Capital of Texas Hwy Ste L400, 								West Lake Hills, TX 78746",(512) 329-9171
Texas (TX),Vineyard,"1539 N. Loop 1604, 								San Antonio, TX 78232",(210) 495-6488
Texas (TX),Vista Ridge Village,"483 E Round Grove Rd, 								Lewisville, TX 75067",(972) 315-3685
Texas (TX),Wall Street,"25 Village Cir, 								Midland, TX 79701",(432) 687-1282
Texas (TX),Walnut Avenue,"1031 S Walnut Ave, 								New Braunfels, TX 78130",(830) 620-1200
Texas (TX),Watauga,"8016 Denton Hwy, 								Watauga, TX 76148",(817) 498-6886
Texas (TX),Waterview Town Center,"19245 W Bellfort St, 								Richmond, TX 77407",(281) 980-0007
Texas (TX),Waxahachie North,"996 W Highway 287 Byp, 								Waxahachie, TX 75165",(972) 937-1504
Texas (TX),Waxahachie South,"3348 S. Interstate Highway 35 E, 								Waxahachie, TX 75165",
Texas (TX),Weatherford,"2606 S. Main St., 								Weatherford, TX 76087",
Texas (TX),Weslaco,"1200 N Westgate Dr, 								Weslaco, TX 78596",(956) 968-8899
Texas (TX),West Adams,"7545 West Adams Avenue, 								Temple, TX 76502",
Texas (TX),West Bryan,"1542 W Villa Maria Rd, 								Bryan, TX 77807",(979) 775-3794
Texas (TX),West End,"3210 W Loop 289, 								Lubbock, TX 79407",(806) 796-7744
Texas (TX),West Longview,"1740 W Loop 281, 								Longview, TX 75604",(903) 295-6633
Texas (TX),West Lufkin,"250 N John Redditt Dr, 								Lufkin, TX 75904",(936) 301-2442
Texas (TX),West Midland,"5120 Andrews Hwy, 								Midland, TX 79703",(432) 699-3000
Texas (TX),West Texas A&M University,"Jbk Student Ctr, 								Canyon, TX 79016",(806) 651-2715
Texas (TX),West Tyler,"NWC Earl Campbell Pkwy & Loop 323, 								Tyler, TX 75701",
Texas (TX),Western Center Blvd,"2900 Western Center Blvd, 								Fort Worth, TX 76131",(817) 847-7384
Texas (TX),Westgate Mall (TX),"7701 W Interstate 40 Ste 132, 								Amarillo, TX 79121",(806) 355-1848
Texas (TX),Westheimer & Fondren,"8609 Westheimer Rd, 								Houston, TX 77063",(713) 278-2300
Texas (TX),Westheimer & Kirkwood,"2606 S Kirkwood Rd, 								Houston, TX 77077",(281) 759-5799
Texas (TX),WestPointe Village,"1663 W State Highway 46, 								New Braunfels, TX 78132",(830) 626-0434
Texas (TX),Whispering Creek,"6104 N Navarro St, 								Victoria, TX 77904",(361) 576-5072
Texas (TX),White Rock,"9111 Garland Rd, 								Dallas, TX 75218",(214) 945-4232
Texas (TX),Wichita Falls,"3704 Call Field Rd, 								Wichita Falls, TX 76308",(940) 691-5000
Texas (TX),William D Tate,"1235 William D Tate Ave, 								Grapevine, TX 76051",(817) 488-4147
Texas (TX),William P. Hobby Airport,"7800 Airport Blvd, 								Houston, TX 77061",(713) 644-0737
Texas (TX),Willis,"12310 Old Montgomery Rd, 								Willis, TX 77318",(936) 228-7503
Texas (TX),Willowbrook Mall,"1174 Willowbrook Mall, 								Houston, TX 77070",(281) 890-6613
Texas (TX),Wilson/Beltway 8,"9525 N Sam Houston Pkwy E, 								Humble, TX 77396",(281) 441-5108
Texas (TX),Windsong and 380,"4420 W University Dr, 								Prosper, TX 75078",(972) 433-1012
Texas (TX),Wylie,"400 S Highway 78, 								Wylie, TX 75098",(972) 442-8035
Texas (TX),Zaragosa Road,"1840 N Zaragoza Rd, 								El Paso, TX 79936",(915) 921-6110
Utah (UT),American Fork,"183 N West State Rd, 								American Fork, UT 84003",(801) 763-2697
Utah (UT),Bluff Street & Blackridge Drive,"1333 S. Auto Mall Drive, Bldg 200, 								Saint George, UT 84770",(435) 922-0777
Utah (UT),Brigham Young University,"Ernest L. Wilkinson Student Center, BYU, 								Provo, UT 84602",
Utah (UT),Centerville,"540 N 800 W, 								Centerville, UT 84014",(801) 292-0420
Utah (UT),City Creek Center,"28 S State St # FC-101, 								Salt Lake City, UT 84111",(385) 259-7121
Utah (UT),Cougar & State,"484 W Cougar Blvd, 								Provo, UT 84604",(801) 374-2697
Utah (UT),Delta Center,"301 W South Temple, 								Salt Lake City, UT 84101",
Utah (UT),Draper,"357 E 12300 S, 								Draper, UT 84020",(801) 495-2004
Utah (UT),Fashion Place,"6191 S State St Ste 348, 								Murray, UT 84107",(801) 281-0673
Utah (UT),Fort Union,"1088 E Fort Union Blvd, 								Midvale, UT 84047",(801) 562-5900
Utah (UT),Jordan Landing,"7676 S Campus View Dr, 								West Jordan, UT 84084",(385) 377-7882
Utah (UT),Layton,"651 W Antelope Dr, 								Layton, UT 84041",(801) 776-8646
Utah (UT),Layton Hills Mall,"1201 N Hill Field Rd, 								Layton, UT 84041",(801) 546-4812
Utah (UT),Lehi Pointe,"3470 N Digital Dr, 								Lehi, UT 84043",(801) 341-0269
Utah (UT),Logan,"1323 N Main St, 								Logan, UT 84341",(435) 755-8300
Utah (UT),Mountain View Village,"4627 W Partridge Hill Ln, 								Riverton, UT 84096",(801) 509-7680
Utah (UT),Murray,"5175 S State St, 								Murray, UT 84107",(801) 262-0681
Utah (UT),Ogden,"1120 Washington Blvd, 								Ogden, UT 84404",(801) 394-1992
Utah (UT),Orem Plaza,"121 N State St, 								Orem, UT 84057",(801) 221-9994
Utah (UT),Red Rock Commons,"15 S River Rd Ste 500, 								Saint George, UT 84790",(435) 656-4655
Utah (UT),Riverdale City,"4067 Riverdale Rd, 								Riverdale, UT 84405",(801) 394-0661
Utah (UT),South Jordan,"11494 S District Dr, 								South Jordan, UT 84095",(801) 727-2697
Utah (UT),South Towne Marketplace,"10090 S State St, 								Sandy, UT 84070",(801) 563-9716
Utah (UT),Southern Utah University,"351 W University Blvd, 								Cedar City, UT 84720",(435) 865-8145
Utah (UT),Spanish Fork,"825 E Highway 6, 								Spanish Fork, UT 84660",(801) 798-8129
Utah (UT),Station Park,"440 N Station Pkwy, 								Farmington, UT 84025",(801) 451-7021
Utah (UT),Sugar House,"1206 E 2100 S, 								Salt Lake City, UT 84106",(801) 486-0609
Utah (UT),Taylorsville,"5580 S Redwood Rd, 								Taylorsville, UT 84123",(801) 969-6006
Utah (UT),The Crossing in Saratoga Springs,"931 N Redwood Rd, 								Saratoga Springs, UT 84045",(801) 508-2258
Utah (UT),University Mall (UT),"575 E University Pkwy Ste M208, 								Orem, UT 84097",(801) 224-0958
Utah (UT),Utah Tech University,"225 S 700 E, 								Saint George, UT 84770",(435) 652-7685
Utah (UT),Utah Valley University,"800 W University Pkwy, 								Orem, UT 84058",(801) 863-8742
Utah (UT),West Valley,"3246 S 5600 W, 								West Valley City, UT 84120",(801) 968-8267
Virginia (VA),288 at West Broad Street,"12586 Broad Street Rd, 								Richmond, VA 23233",(804) 364-0200
Virginia (VA),Annandale,"7130 Little River Tpke, 								Annandale, VA 22003",(703) 750-5471
Virginia (VA),Apple Blossom Mall,"1850 Apple Blossom Dr, 								Winchester, VA 22601",(540) 665-0783
Virginia (VA),Atlee Station,"9080 Times Dispatch Blvd, 								Mechanicsville, VA 23116",(804) 938-7425
Virginia (VA),Ballston Quarter,"671 N Glebe Rd Ste 1270, 								Arlington, VA 22203",(703) 528-1379
Virginia (VA),Barracks Road,"1000 Emmet St N, 								Charlottesville, VA 22903",(434) 328-8068
Virginia (VA),Battlefield Blvd.,"1516 Sams Cir, 								Chesapeake, VA 23320",(757) 547-4503
Virginia (VA),Bonsack,"3814 Challenger Ave, 								Roanoke, VA 24012",(540) 685-4255
Virginia (VA),Bristol,"170 Duluth Dr, 								Bristol, VA 24202",(276) 466-5811
Virginia (VA),Bristow,"9939 Sowder Village Sq, 								Manassas, VA 20109",(703) 365-9292
Virginia (VA),Broad Creek Crossing,"1205 N Military Hwy, 								Norfolk, VA 23502",(757) 461-9467
Virginia (VA),Burke Centre,"5815 Burke Centre Pkwy, 								Burke, VA 22015",(703) 250-7000
Virginia (VA),Burns Corner,"30 Wyche Road, 								Stafford, VA 22554",(540) 505-0616
Virginia (VA),Candlers Crossing,"2305 Wards Rd, 								Lynchburg, VA 24502",(434) 238-7678
Virginia (VA),Celebrate Virginia,"1094 International Pkwy, 								Fredericksburg, VA 22406",(540) 752-0061
Virginia (VA),Center of the Universe,"815 England St, 								Ashland, VA 23005",(804) 798-9008
Virginia (VA),Central Park,"1698 Carl D Silver Pkwy, 								Fredericksburg, VA 22401",(540) 786-7979
Virginia (VA),Chantilly,"4201 Chantilly Shopping Center, 								Chantilly, VA 20151",(703) 631-2253
Virginia (VA),Chantilly Air and Space,"3454 Historic Sully Way, 								Chantilly, VA 20151",(703) 595-2930
Virginia (VA),Chester,"2900 W Hundred Rd, 								Chester, VA 23831",(804) 706-6238
Virginia (VA),Chesterfield Plaza,"1590 Koger Center Blvd, 								North Chesterfield, VA 23235",(804) 594-3930
Virginia (VA),Chippenham Hospital,"7101 Jahnke Rd, 								Richmond, VA 23225",(804) 562-4602
Virginia (VA),Christiansburg,"2580 N Franklin St, 								Christiansburg, VA 24073",(540) 394-4488
Virginia (VA),Christopher Newport,"12423 Warwick Blvd, 								Newport News, VA 23606",(757) 595-0316
Virginia (VA),Christopher Newport University,"1 University Pl, 								Newport News, VA 23606",(757) 594-8194
Virginia (VA),Coliseum Drive,"2140 Coliseum Dr, 								Hampton, VA 23666",(757) 826-1277
Virginia (VA),Colonial Heights,"661 Southpark Blvd, 								Colonial Heights, VA 23834",(804) 524-4944
Virginia (VA),Crossways Center,"1428 Greenbrier Pkwy, 								Chesapeake, VA 23320",(757) 607-2180
Virginia (VA),Crystal City In-Line,"2200 Crystal Dr Ste G, 								Arlington, VA 22202",(703) 415-7815
Virginia (VA),Culpeper Colonnade,"15275 Creativity Dr, 								Culpeper, VA 22701",(540) 825-4447
Virginia (VA),Danville Mall,"325 Piedmont Dr, 								Danville, VA 24540",(434) 791-3166
Virginia (VA),Dulles 28 and Waxpool Road,"22015 Dulles Retail Plz, 								Sterling, VA 20166",(571) 325-2669
Virginia (VA),Dulles Town Crossing,"45440 Dulles Crossing Plz, 								Sterling, VA 20166",(703) 444-0300
Virginia (VA),Dumfries,"3880 Fettler Park Dr, 								Dumfries, VA 22025",(703) 221-8428
Virginia (VA),Edinburgh Commons,"205 Carmichael Way, 								Chesapeake, VA 23322",(757) 421-3586
Virginia (VA),Fair Lakes (VA),"4516 Fair Knoll Dr, 								Fairfax, VA 22033",(703) 222-1096
